タイトル,あらすじ,ジャンル
続･男はつらいよ,【第2作目】恩師･坪内先生を訪ねてすっかり意気投合の寅さんは、どんちゃん騒ぎで腹痛をおこして入院する始末。そんな寅さんは先生の愛娘･夏子に看病されたことからすっかりゾッコン。でも病院を抜け出し喧嘩騒ぎまで起こして、やむなく柴又から京都へ。そこで夏子と再会し、一緒に付き添われて生みの母･菊に会いに行くが、冷たい再会で無惨にも打ち砕かれた。その想いを夏子への恋で忘れようとするが、坪内先生の突然の死…。そしてその葬儀の席で夏子と医者･藤村との親密な関係を見てしまう。,"ヒューマンドラマ,コメディ"
男はつらいよ 拝啓車寅次郎様,【第47作目】就職してから半年が過ぎた満男だったが、靴のセールスの仕事はすっかり投げやりになっていた。そこへ寅さんが帰ってきて、鉛筆売りのお手本を見せて満男を励ますのだった。しかし寅さんがすぐに旅に出て残念がる満男の元に、大学の先輩･信夫から地元のお祭りを見に来ないかと連絡が入る。そこで信夫の妹･菜穂と出会い、急速に打ち解けあう満男だった。その頃寅さんは、琵琶湖のほとりで年に一度の撮影旅行に来ている典子と意気投合していた。やがて満男は信夫から「妹をもらってくれないか」と頼まれる。,"ヒューマンドラマ,コメディ"
書道ガールズ!! わたしたちの甲子園,愛媛県四国中央市。ここは紙の生産高日本一を誇る、“紙の町”。しかし、折からの不況の影響で町は活気を失っていた。高校の臨時顧問として赴任してきた池澤は、書道を教える気は全くない上に、部長の里子の作品をみて「つまらない字」と言い放つなど、部員たちと全く相容れない。しかしある日、池澤は音楽のリズムに合わせ、書道パフォーマンスを披露する。その迫真のパフォーマンスを目のあたりにした里子たちは、町の活気を取り戻すため、“書道パフォーマンス甲子園”を商店街でやることを思いつく…。,"ヒューマンドラマ,青春"
FOUJITA,1920年代、「乳白色の肌」で裸婦を描き、エコール･ド･パリの寵児となっていたフジタ。戦争を機に日本に戻り、数多くの「戦争協力画」を描いて日本美術界の重鎮に上りつめていく。5番目の妻である君代と疎開の村で敗戦を迎えることになるが―。,"ヒューマンドラマ,史劇"
極道戦争 武闘派,九州の小都市に本拠を置く神崎組が、近隣の組を傘下に収め、「神崎会」と改名するまで勢力を拡大していった背景には、「武闘派」と呼ばれる若者たちの勢力が貢献していた。その中でも、衣笠誠と大東勝司の二人は抜きん出た存在だった。かねてから九州最大の都市･博多進出を狙っていた神崎会は、土地買収の依頼を受け、博多に強固な地盤を持つ城戸組と事を構えることを決め、先兵隊を博多に送り込むが、数日後、城戸組組員に射殺される事件が起こる。血気にはやる勝司を宥める誠。だが、神崎会の緊急幹部会で、城戸組との全面戦争が決定。その武闘派の隊長に誠が、そして勝司は斬り込み隊長を自ら買って出る。,"アクション,サスペンス／ミステリー"
花とアリス殺人事件,石ノ森学園中学校へ転校してきた中学3年生の有栖川徹子 (通称アリス／声：蒼井優) は、一年前に3年2組で「ユダが、四人のユダに殺された」という噂を聞く。さらに、アリスの隣の家が〈花屋敷〉と呼ばれ、怖れられていることも…。花屋敷に住むという同級生の「ハナ」ならユダについて詳しいはずだと知ったアリスは、花屋敷に潜入する。そこで待ち構えていたのは、引きこもりのクラスメイト･荒井花 (通称ハナ／声：鈴木杏) だった…。ユダは本当に殺されたのか? 花は何故、引きこもり続けているのか? ふたりの少女の「世界で一番小さい殺人事件」の謎を解く冒険が、始まる―。,"アニメ,青春"
男はつらいよ 寅次郎の縁談,【第46作目】就職活動に嫌気がさした満男が家出して一週間。寅さんが柴又へ帰ってきた。心配するさくらと博に「まかせておけ」と安請け合いし、満男から送ってきた土産をたよりに瀬戸内へ旅立った。琴島で捜し当てた満男は、島での暮らしに生き甲斐を見い出し、知り合った看護婦･亜矢に恋心を抱いていた。東京へ戻ることを拒否する満男に呆れた寅さんは、満男が世話になっている家に泊めてもらうことになったが、その田宮家には雰囲気漂う美女･葉子がいた。そのうち葉子と肩をならべて島を散策する寅さんだった。,"ヒューマンドラマ,コメディ"
ウルトラマンコスモスVSウルトラマンジャスティス THE FINAL BATTLE,「ウルトラマンコスモス」の劇場版第三作。前作の3年後の物語。ムサシは夢が叶い、宇宙への希望に一歩踏み出そうとする。しかし、それをひややかに見つめる謎の人物ジュリ。ジュリ=ジャスティスは“宇宙正義”が地球の全生命をリセットしようとする事を伝える。果たして勝つのは、ジャスティスの宇宙正義か、それとも、コスモスの地球愛か。,"特撮,アクション,キッズ"
釣りバカ日誌2,【第2作目】建設会社の有給休暇消化率No.1社員、浜崎伝助と社長の鈴木一之助。二人はひょんなことから社内で内緒の釣り仲間。ある日一之助は、医者に、「長生きしたいのなら社長をやめろ」と言われ、自らの老いに気付くと共に、後継者がいないことに焦りを感じた。渥美半島の伊良湖岬は黒潮洗う絶好の釣り場。そこへ出掛けた一之助は、海岸...,"ヒューマンドラマ,コメディ"
這いよれ! ニャル子さんF,「うー! にゃー!」 そして「SAN値ピンチ!」の印象的なフレーズとともに、日本列島をお騒がせした邪神･ニャルラトホテプが、三度あなたに這いよります! 八坂真尋の日常は、自宅に居座るニャル子、クー子、ハス太の3人 (?) の邪神に囲まれて、毎日賑やか。ある休日。真尋の元に、話題のアミューズメントスポットのチケットを手に入れた同級生の珠緒と余市が現れて…? 今度のニャル子さんは、ついに真尋とウェディング!? 怒涛のハイテンションラブ (クラフト) コメディ! 堂々完結!!,"アニメ,恋愛,コメディ"
道頓堀川,邦彦は、道頓堀川沿いの喫茶店で働きながら美大に通う学生。両親を亡くした彼の親代りのマスター竹内は、日本一のハスラーになると言って家を出た息子の政夫が悩みの種だった。彼もまた同じ道を歩んで挫折した過去があった。ある日邦彦は、道頓堀川にかかる橋の上で小料理屋のママ、まち子と出会う。数日後、まち子の愛犬を探す二人には、急速に愛が芽生えやがて結ばれる…。,"ヒューマンドラマ,恋愛"
わたしのハワイの歩きかた,出版社で働く26歳の女性編集者･小山田みのりは、仕事や人間関係に苦労する毎日で、イライラが募る日々を送っていた。そんなある日、ハワイで挙式する友人の愛子から2次会の企画を頼まれる。これまでに何冊もハワイの関連書籍を出しているにもかかわらず、一度もハワイ取材に行ったことがないみのりは、新しいハワイ特集の企画取材という口...,"恋愛,青春"
男はつらいよ 寅次郎ハイビスカスの花 特別篇,靴のサンプルをカバンに詰めて、地方都市の靴屋を訪ね歩く満男。そんな旅先の安いビジネスホテルに泊まると、決まって思い出すのは伯父･寅さんのこと。「随分長いこと帰ってこないけど、今頃何をしているんだろう…。伯父さんは年中恋をしていて、僕の記憶に最初にあるのはリリーさんだ…」。,"ヒューマンドラマ,コメディ"
銀河鉄道999 エターナル･ファンタジー,劇場版第2作目『さよなら銀河鉄道999 アンドロメダ終着駅』から17年の時を経て、遂に生み出された劇場版第3作目…メーテルと999の旅はまだ終わってはいなかった。「止まることのない時間という名のレールの上を走る。これが私と鉄郎の運命…」。勇敢な少年･星野鉄郎、鉄郎と一緒に宇宙の旅をする謎の美女メーテル、999に乗る心優しき車掌、そして、宇宙海賊キャプテン･ハーロックら松本零士お馴染みのキャラクターたちが、新たな構想と壮大なスケールになって甦る。,"アニメ,SF,キッズ"
花戦さ,戦国の世に、花をもって平和への戦いに挑んだけったいな男がいた! その名は池坊専好。京都･頂法寺六角堂の花僧で立花の名手、専好は、天下統一を目指す織田信長の前で花をいけ、居合わせた千利休らの心をつかむが、思わぬ失態が信長の怒りを買い、あわや打ち首に…。そのとき、軽妙な機転で彼を救ったのは、秀吉だった。そんな出会いから十数年。秀吉の治世のもと戦乱は治まり、専好と利休は無二の友として互いの道を高め合った。だが天下人となった秀吉のおごりは嵩じ、利休を自害に追い込み、専好を慕う町衆の命までもが次々と奪われていく。ついに専好は立ち上がった。手にしたのは「刃」ではなく「花」。前田利家邸を舞台に、池坊専好が太閤秀吉に仕掛けた一世一代の「戦さ」とは―。,時代劇
魔界転生,奇想天外! 歴史上の傑人が時空間を越えて暗躍する。忍法とオカルトをミックスした空前絶後の山田風太郎作品の映画化。島原の乱で一揆勢を率いて戦うも夢破れ自害した天草四郎時貞は、現世で果たせなかった怨念を果たすべく再びこの世に蘇った。製作･角川春樹、監督･深作欣二の下、天草四郎に沢田研二、ガラシャ夫人に佳那晃子。その他、緒方拳、千葉真一、真田広之ら豪華かつ個性派のキャストが顔を揃えている。,"時代劇,SF"
イヴの時間 劇場版,未来、たぶん日本。ロボットが実用されて久しく、アンドロイド (人間型ロボット) が実用化されて間もない時代。ロボット倫理委員会の影響で、人々はアンドロイドを“家電”として扱う事が社会常識となっていた。高校生のリクオもアンドロイドを便利な道具として利用していたが、ある時、自家用アンドロイドの行動記録に不審な文字列が含まれている事に気付く。,"アニメ,SF"
ぼくのおじさん,作文コンクールの課題は「周りにいる大人について」。ぼくは、居候の“おじさん”について書いてみることにした。お小遣いはくれないし、勉強も教えてくれない。スポーツも全然ダメで、何かにつけて屁理屈ばかり…。芥川賞作家･北杜夫が持ち前のユーモアを存分に発揮した同名小説が、待望の映画化。独特なテンポと笑いで多くの映画ファンを魅了する山下敦弘監督が、松田龍平演じる“おじさん”をチャーミングに描きます。,コメディ
オーバー･フェンス,家庭をかえりみなかった男･白岩は、故郷の函館に離婚して戻り、職業訓練校に通いながら失業保険で暮らしていた。日々の楽しみもなく、ただ働いて死ぬだけ、そう思っていた。ある日、訓練校仲間の代島に連れていかれたキャバクラで、鳥の動きを真似る風変わりな若いホステスと出会う。名前は聡 (さとし)。どこか危うさを持つ美しい聡に、白岩は急速に強く惹かれていく。遠い幻のように一瞬で過ぎ去ろうとする函館の夏、フェンスの先に彼らが見つけるのは愛か、希望か―。,"ヒューマンドラマ,青春"
トラック野郎 御意見無用,【第1作目】11トンの満艦飾トラックのハンドルを握るのは“一番星”こと星桃次郎。続く4トン半車の相棒運転手は“やもめのジョナサン”こと松下金造。金造はやもめと自称しているものの、川崎の安アパートに女房・君江と子供7人がいるれっきとした所帯持ちである。一方独り者の桃次郎は、全財産を“1DKマンション”のトラックの中に積み込んで、何とも気ままな暮しぶりを続けている。ある日、東北のドライブインに車をとめた桃次郎は、そこにいた新顔ウエイトレス洋子に一目惚れしてしまった。それ以来、桃次郎の様子はどこかおかしい。金造は気の進まぬ桃次郎をストリップに誘うが、その小屋で知り合ったのが万田千吉。だが、おだての上手い千吉にほめられて有頂天の桃次郎が彼を助手にしたことから、桃次郎と金造の仲にヒビが入ってしまう。,"コメディ,アクション,ヒューマンドラマ"
新･男はつらいよ,【第4作目】競馬で大穴を当てた寅さんは、柴又へ帰り、恩返しとばかりにおいちゃん夫婦にハワイ旅行を手配した。喜ぶおいちゃん達の出発の日、旅行会社の社長に金を持ち逃げされたことが発覚。近所の手前から電気もつけないでひっそり暮らすことになった。ところが留守の筈のとらやに泥棒が入ったから大変! それから一ヶ月、寅さんは自分の...,"ヒューマンドラマ,コメディ"
世界は今日から君のもの,小沼真実は、高校の頃から5年間引きこもりとなり、自分の部屋で好きな漫画やイラストをひたすら正確に模写することで現実逃避をしていた。父･英輔と母･美佳は離婚し、真実は父との2人暮らし。心配性の父のすすめでゲーム会社のバグ出しの仕事を始めるが、ひょんなことからそのゲーム会社に勤める矢部遼太郎が担当するゲームのイラストに手を加えたことで、真実の絵の才能が認められる。ある日、遼太郎から「自由に描いていいから」とゲームキャラクターのイラストを頼まれ、彼への仄かな恋心もあり遼太郎の役に立ちたいと描くことに向き合おうとするのだが…。,"ヒューマンドラマ,青春"
ソロモンの偽証 後篇･裁判,前代未聞の中学生による校内裁判、遂に開廷。被告は、告発状によってクラスメイト殺害の嫌疑がかけられた問題児。校内裁判の提案者である藤野涼子は検事として、彼の有罪を立証しようとする。対する弁護人は、他校生ながら裁判に参加する神原和彦。さまざまな思惑が絡み合う中、真相を究明しようと彼らは必死に奔走する。そして、裁判は思い...,"サスペンス／ミステリー,ヒューマンドラマ"
爆竜戦隊アバレンジャー DELUXE アバレサマーはキンキン中!,恐竜をモチーフにした爆竜が登場するなど、人気を博した「爆竜戦隊アバレンジャー」の劇場版が遂に登場。南極の氷山から爆生した恐るべき極寒爆竜コンビと迎え撃つ10爆竜が今ここに激突する! ダイノガッツのほとばしるままに、アバレンジャーがアバレまくるぜ!!,"特撮,キッズ,アクション"
ヒーローマニア －生活－,サラリーマンをリストラされ、さっぱりうだつの上がらない中津 (東出) は、コンビニでバイトするフリーター。ある時出会った、謎の身体能力を誇るニート土志田 (窪田)、情報収集力抜群の女子高生カオリ (小松)、昼は定年間近のサラリーマン、夜は“若者殴り魔”の日下 (片岡) と町を守る自警団を結成し、社会が裁ききれない小さな悪を天誅と称し、高いところから吊り下げて晒す行為を始める。それはやがて、市民の賛同を得るようになり、自警団は巨大な組織に成長。ホームレス宇野 (船越) を社長とし、低料金の警備サービスを提供する会社〈ともしび総合警備保障〉として操業を始める。しかし、新しいメンバーの中にはその力を私欲の為に使う者も現れ、秩序は徐々に崩れていく。はたして〈ともしび総合警備保障〉はどうなってしまうのか?,"コメディ,アクション"
デジモンアドベンチャー02 前編 デジモンハリケーン上陸!! 後編 超絶進化!! 黄金のデジメンタル,ニューヨークに突然謎のデジモンが現れた! 太一やヤマトたちを次々異空間に封印した謎のデジモンの目的は一体? そしてすべてのカギを握る青い瞳のテイマー･ウォレスの秘められた過去とは? 今、アメリカを舞台に、大輔たちのひと夏の冒険がはじまる…!!,"アニメ,キッズ,アドベンチャー"
特捜戦隊デカレンジャー THE MOVIE フルブラスト･アクション,地球に侵入した怪宇宙艇! 機械の身体に邪悪な魂を宿したアルゴル星人の犯罪チーム、ガスドリンカーズは、人間を機械奴隷にするウィルス“金色の雪”によって、〈第17銀河系レスリー星〉を壊滅状態にし、次の標的を地球に定めてやってきたのだ。一方、捜査中のエイリアン･バーで、バンは美しい歌姫と運命的な出会いをする。彼女の名はマリー。...,"特撮,キッズ,アクション"
隠し剣 鬼の爪,時は幕末。東北の海坂藩に籍を置く片桐宗蔵は、かつて女中奉公に来ていた娘･きえと再会を果たす。しかし、大きな油問屋に嫁ぎ、幸せに暮らしていると信じていたきえの、寂しげな後ろ姿に胸を痛める。数ヵ月後、きえが病で伏せっていると聞いた宗蔵は、主人に離縁状を用意するよう申し伝え、自らきえを背負って自分の家に連れて帰るのだった。そんなある日、海坂藩江戸屋敷で謀反が発覚。その首謀者の一人である狭間弥市郎と宗蔵は、かつて藩の剣術指南役だった戸田寛斎の門下生で親しい友人だった。,"時代劇,恋愛,ヒューマンドラマ"
野火,第2次世界大戦末期のフィリピン･レイテ島。日本軍の敗戦が色濃くなった中、田村一等兵 (塚本晋也) は結核を患い、部隊を追い出されて野戦病院行きを余儀なくされる。しかし負傷兵だらけで食料も困窮している最中、少ない食料しか持ち合わせていない田村は追い出され、ふたたび戻った部隊からも入隊を拒否される。そして原野を彷徨うことにな...,"ヒューマンドラマ,戦争"
デビルマン,両親を亡くし牧村家に引き取られ高校生活を送っていた不動明は親友･飛鳥了の父の死をきっかけに“デーモン=悪魔”の合体を受けるが明の強い意志により人間の心を残したまま半分人間半分悪魔のデビルマンとなる。やがて人や社会に潜む“悪の心”がデーモンの人類滅亡計画に荷担する…。,"アクション,SF"
百獣戦隊ガオレンジャー 火の山、吼える,異世界に君臨し、人々を苦しめるオルグ三兄弟。“命あるところ、正義の雄叫びあり!”オルグにおびえる命があれば、ガオレンジャーはどんな所にも現れて、守り抜く!! 島の伝説を達成し、赤き聖獣を呼べ! 時空を超えて、ガオゴット登場!!,"特撮,キッズ,アクション"
ウルトラマンコスモス2 THE BLUE PLANET,22歳となったムサシはチームEYESを退役後、少年時代からの夢だったアストロノーツの道を歩んでいた。調査の為に向かった遊星ジュランで、ムサシは怪獣兵器スコーピスに遭遇する。その時彼を守ったのは、これまで見たことのないスペースコロナモードのコスモスだった。ウルトラ映画史上初のサイパン･ロタでの本格的ロケを敢行! テレビシリーズ「ウルトラマンコスモス」の2年後の世界を描く。,"特撮,アクション,キッズ"
実録外伝 大阪電撃作戦,昭和35年秋、大阪のヤクザたちは、日本最大のヤクザ組織である神戸･川田組の影に怯え、また大阪･双竜会をはじめとする戦後派不良グループの跳梁に手を焼いていた。ミナミの盛り場一帯は、石村組と南原組が勢力を二分しており、ミナミに拠点を築こうとする双竜会と激突、連日激しい抗争が展開される中、双竜会を強硬に駆逐する石村組がひとり孤立。これを知った大阪進攻を企図する川田組斬り込み隊長･山地にとっては、渡りに船の好機であったが、三代目川田組組長は、この戦争への介入を許さないため、山地は、天王寺で売り出し中の新興暴力団･大東組の大東組長を強引に舎弟分にし、石村組へのテコ入れを図った。この川田組大阪進攻作戦に、旧来の大阪ヤクザ組織は衝撃を受けることに…。,"アクション,サスペンス／ミステリー"
釣りバカ日誌,【第1作目】四国･高松で暮らす釣りバカの浜崎伝助は、ある日、東京本社への転勤辞令を受けた。しぶしぶ辞令に応じ、北品川の釣り宿の2階に間借りする伝助。課長に小言を言われようとどこ吹く風、反省のない本社勤務を続ける。社長の鈴木と出会ったのは、そんな日の地下の食堂街。仕事に情熱のない伝助は社長の顔を知る筈もない。その日か...,"ヒューマンドラマ,コメディ"
スワロウテイル,むかしむかし、“円”が世界で一番強かった頃、いつかのゴールドラッシュのようなその街を、移民たちは“円都 (イェンタウン)”と呼んだ。でも日本人はこの名前を忌み嫌い、逆に移民たちを“円盗 (イェンタウン)”と呼んで蔑んだ。ここは円の都、イェンタウン。円で夢が叶う、夢の都。…そしてこれは、円を掘りにイェンタウンにやって来た、イェンタウンたちの物語。,"ヒューマンドラマ,ファンタジー,青春"
青い春,男子校･朝日高等学校の卒業式の日。ワルの先輩たちを屋上から眺めるのは、新学期から3年生になる九條たち。屋上より上、最屋上の壁面には「しあわせなら手をたたこう」と大きな落書き。そこで彼らが楽しむのは、柵の外に立ち手をたたく回数を競う通称“ベランダゲーム”。勝者が学校を仕切るというこの伝統のゲームで、8回の新記録を出した九條だが、彼にとっては、無意味で、どうでもいいことだった。新学期が始まった。それは、進学、就職…突きつけられる現実の中で、自分の行き場を探すことを余儀なくされる時の始まりでもあった。ある者は、泣き叫びながらパトカーに乗せられていく。ある者は、ヤクザとなった先輩と共に黒塗りの高級車に乗り込んでいく。そしてある者は、自分への答えをみつけるために、ひとり最屋上へと上っていった…。,"青春,ヒューマンドラマ"
大きい1年生と小さな2年生,1年生のまさやは体が大きいのに泣き虫で、通学路の暗い坂道が怖くて1人で歩けません。そんなまさやと手をつないで歩いてくれるあきよは、背は小さいけれどしっかり者の2年生。あきよのようにしっかりしたい、とあこがれているまさやですが、ある日、あきよが涙をながす事件が起きてしまいます。まさやはあきよを元気づけるため、あきよが大好きなホタルブクロの花を探しに、はるか遠くの一本杉の森へと歩いて行くのでした。,"アニメ,キッズ,ファミリー"
海賊戦隊ゴーカイジャーVS宇宙刑事ギャバン THE MOVIE,激しいバトルが炸裂する宇宙! ゴーカイジャーを打ち破り逮捕したのは、なんと伝説の宇宙刑事ギャバン。かつてゴーカイジャーに罪をなすりつけたザンギャックの作戦は失敗に終わり、宇宙警察に追われるはずがないのに…。ゴーカイジャーを連行した先に待っていたのはなんとザンギャック!! ギャバンは、巨大な陰謀に気づき、自分は魔空空間に囚われてしまう。,"特撮,アクション,キッズ"
"僕たちは世界を変えることができない。But, we wanna build a school in Cambodia.",ひとりの力では世界は変えられないかもしれない。でも、ボクらはやってみた、見えてくるものが確かにあった…。現役大学生･葉田甲太の自費出版の体験記『僕たちは世界を変えることができない。』が原作。普通の大学生がひょんなことから始めたカンボジアでの学校建設ボランティアを通して、自身と社会を見つめ直す姿を描く。,"ヒューマンドラマ,青春"
トワイライト ささらさや,突然の事故で夫のユウタロウを亡くし、生後間もない息子を抱えて途方に暮れるサヤは、のどかだけれど、どこか不思議な町“ささら”で暮らすことになる。人を疑うことすらできない頼りないサヤが心配で心配で…ユウタロウは成仏できずにさまよい、時に他人の体に乗り移っては、サヤを助けに現れる。落語家の師匠、ささら駅の駅員、言葉を失った少年、旅館の女将―。お人好しで気弱なサヤは、ユウタロウと“ささら”の人々の優しさに支えられ、母親として強く成長してゆくのだが―。,"ヒューマンドラマ,ファンタジー"
牙狼〈GARO〉～RED REQUIEM～,最凶の魔獣七体が復活した。その名は使徒ホラー。魔戒騎士を束ねる番犬所は最強の騎士の証“ガロの称号”を持つ冴島鋼牙へ全七体殲滅の指令を下す。使徒ホラーを追う旅へ赴いた鋼牙は、ある港町に辿り着く。そこには魔戒法師のアカザ、弟子のシグト、そして烈花の姿があった。そして使徒ホラーの一体である魔鏡ホラー･カルマがCRIMEに潜んで...,"特撮,アクション,SF"
ジンクス!!!,韓国から日本に3カ月の短期留学をしてきたジホ。彼女は留学先の寮で、親友もいない、地味な大学生活を送る楓と出会う。ジホは楓が同じ大学に通う雄介に好意を寄せていると知り、韓国式の恋のジンクスで応援しようとする。強引なジホはついには雄介を巻き込み、恋の行方は意外な展開に…!?,"恋愛,青春"
櫂,高知の下町、十五の年に“女衒”の夫･岩伍のもとに嫁いで、ひたむきに生きる女･喜和の幾春秋―。大正初期から昭和十年代までの高知を舞台に、女衒の一家とそれに関わるさまざまな人間や、ヒロイン喜和の女として妻としての愛と悲しみの三十年を描く。,"ヒューマンドラマ,恋愛"
茶々 天涯の貴妃 (おんな),戦国武将･織田信長の妹であるお市と武将･浅井長政の長女として生まれた茶々。浅井長政が織田信長に攻め滅ぼされた後、母と二人の妹たちと織田家の重臣･柴田勝家の元に身を寄せた茶々だが、羽柴秀吉に攻められ、母は勝家とともに自害。秀吉の囚われ人として暮らす三姉妹だったが、妹たちは嫁ぎ、残された茶々は昔から彼女のことを見初めていた秀吉の側室となる。茶々にとって秀吉は両親を死に追いやった憎き仇で復讐の意を決していたが、無邪気なまでに自分のことを愛する彼の心情に触れ、その世継ぎを生むのだった。やがて秀吉が死に、天下の趨勢は徳川家に有利となるが、茶々は世継ぎである秀頼と小督の娘･千姫を結婚させ、徳川との関係を深めることに成功する。だが、それから10年後、事態は一変する。,"時代劇,ヒューマンドラマ"
僕は友達が少ない,個性もルックスもバラバラな7人が、友達を作る部活動「隣人部」に集い、そこから生まれる、ありえないはずなのに、どこかリアルな放課後のひとときが繰り広げられる。「残念」でも「真っ直ぐ」な、青春エンタテインメントムービーがここに誕生する!!,青春
劇場版 仮面ライダー響鬼と7人の戦鬼,変身し敵を倒す能力を受け継いだ現在の仮面ライダー達の、先祖にあたる仮面ライダー達の物語。発端は、古文書に記された、戦国時代の過去との闘いの系譜である。そこには闘うことを一度捨てた響鬼と、その仲間達の姿があった。戦国時代では仮面ライダー達はまだ人間と協力関係になかった。その時代、鬼と呼ばれていた仮面ライダー達と初めて接点を持つ。そしてまた助命の為、生贄を捧げ続けていた大勢の人間達を救うために、大勢の敵と激烈なバトルを仮面ライダー達が繰り広げていく。,"特撮,アクション,キッズ"
フリクリ オルタナ,モヤついている高校生･河本カナ。嵐のごとく登場するハル子。その時カナの額にお花が生えた! 煙を吐きながら街をぶっ潰すアイロン。毎日が、毎日毎日続いていくと思っていた…。力を手に入れたカナはアイロンをぶっ飛ばせるのか!?,"アニメ,青春,SF"
ボクの妻と結婚してください。,テレビ業界で働く放送作家が余命宣告を受け、愛する家族の未来のために妻の「最高の結婚相手」を探しだす。ある男の一風変わったエンディング･ノート。三村修治。職業、バラエティ番組の放送作家。数多くのレギュラーを抱え、このところ忙し過ぎるとは思っていた。異変を感じ、検査を受けた結果は驚くべき診断だった。末期のすい臓がんで余命6か月。1日でも長く延命し家族と静かに過ごすことが正しい最期の過ごし方。だが、どうも面白くない。今までずっと世の中の色々なことを好奇心で『楽しい』に変えてきた。そんな想いから、あれこれ企画を練り始める。家族に残せる『最後の企画』。現在、妻･彩子は専業主婦。まだ小学生の息子、陽一郎を抱え苦労するだろう。そこで修治が思いついたのは、妻の結婚相手を探すことだった。,"ヒューマンドラマ,恋愛"
ULTRAMAN,"海上自衛隊所属の有働貴文は青い発光体に激突し、凶悪な""ビースト･ザ･ワン""に変化してしまう。航空自衛隊イーグル･ドライバーの真木舜一も赤い発光体に激突してしまう。2人の運命は!? TV「ウルトラマン」第1話での出来事が、現代社会において現実に起こった場合を想定する形でリメイクされた作品。また、「ウルトラマンネクサス」と同じ世界...","特撮,アクション,キッズ"
GO (2001),高校3年生のコリアン･ジャパニーズ、杉原はある日美しい少女と恋に落ちる。彼女に自分が“在日”だと告白すると...。恋に友情に悩み傷つきながらも、次第に国籍や民族といったボーダーに囚われない新たなアイデンティティに目覚めてゆく在日韓国人の高校生の姿を描いた快青春ストーリー。,"青春,ヒューマンドラマ"
14の夜,AV女優がサイン会にやってくる…!? 刺激的な噂話に揺れる中学生･タカシとその仲間たち。忘れられない夜を越えて見つけたものとは―!? 1987年の田舎町。中学生のタカシは、ずっと家でうじうじしている父親がカッコ悪くて嫌いだ。今日も婚約者を連れて帰って来た姉に対して情けない態度で見ていられない。町を歩いてるとすぐ絡んでくるヤンキーたちも鬱陶しいし、隣に住む幼なじみで巨乳のメグミがちょっと気になっている。そんなどうにもならない悶々とした日々を送っているタカシが柔道部の仲間たちと入り浸っている、町に一軒だけあるレンタルビデオ屋があった。そしてそこにAV女優のよくしまる今日子がサイン会にやって来るという噂が聞こえてきて…。予期せぬ事態、大騒動の果てにタカシはよくしまる今日子に会う事ができるのか―?,"青春,コメディ"
帰ってきた特命戦隊ゴーバスターズVS動物戦隊ゴーバスターズ,新西暦2012年、大晦日の街に謎の大魔王アザゼルが出現! アザゼルの驚異的な強さの前にゴーバスターズは全滅してしまった。そんな中、チダ･ニックは、どんな願いでも叶えてもらえる資格をゲット。ニックの願いにより、ヒロムたちが農業高校に勤務する世界が誕生し…。,"特撮,キッズ,アクション"
スカイ･クロラ The Sky Crawlers,平和な時代、人々はショーとしての戦争を求め、それがビジネスとして成り立つようになっていた。カンナミ･ユーイチは、戦争請負会社ロストック社に所属する戦闘機のパイロット。前線基地「兎離洲 (ウリス)」に配属されてきた彼には、それ以前の記憶がない。彼にわかっているのは、自分が《キルドレ》であることと、戦闘機の操縦の仕方だけ。空で戦うこと―。それがユーイチの全てだった。,"アニメ,SF,アクション"
釣りバカ日誌3,【第3作目】出世よりも釣りが大事という鈴木建設の×社員･浜崎伝助の唯一の悩みは、愛妻みち子さんとの間に子供がいないこと。それを知った伝助の釣りの弟子･社長の鈴さんは、伝助を元気づけようと週末の釣りに誘う。二人が行った伊豆の星ヶ浦は、鈴さんにとって昔の恋人･妙子と過ごした思い出の場所。そこで鈴さんは妙子の娘･雪子 (五月み...,"ヒューマンドラマ,コメディ"
ソフテン!,超個性的な女子9人が集まったソフトボール部は、一勝も勝てない弱小チーム。 あまりのダメっぷりに手がつけられないと監督もすぐ辞めてしまうほど。 監督を見つけ出さないと廃部になってしまう! 危機感を募らせた部員たちは…。,"ヒューマンドラマ,青春,コメディ"
男はつらいよ 寅次郎夢枕,【第10作目】寅さんが柴又へ帰ると二階に御前様の甥で大学の助教授･岡倉が引っ越して来た。インテリ臭さが気に入らないが、幼馴染みで美容院を開店した千代に会いすっかりご機嫌。その千代に岡倉が一目惚れし、寅さんがこれを面白がり悪ふざけして岡倉は寝込む始末。岡倉の気持を知った寅さんは千代に代理で告白するが、千代は寅さんからのプロポーズと勘違いして承諾、必死に誤解を解くが寅さんには割り切れない寂しさが残った。数日後、失恋した岡倉はアメリカ留学へ旅立った。,"ヒューマンドラマ,コメディ"
マザー,漫画家･楳図かずおのもとに、ある出版社から彼の生い立ちを本にしたいという話が舞い込む。担当編集者･若草さくらは取材をするうちに、楳図独特の創作の原点には、亡くなった母･イチエの影響が大きいことを知る。やがて、さくらの周りで次々に起こる怪奇現象。死んだはずの母の怨念が、楳図とさくらのまわりで底知れぬ恐怖を巻き起こしはじめる!!,ホラー
